title,category
이사 오면     만원 준다는 이탈리아 시골마을,World
개도국 기후  손실과 피해  보상  누구 돈으로 어떻게 이뤄지나,World
중국서 보낸 판다  퇀퇀  사망    대만 애도물결,World
 북한       결국 한 미동맹 깨려는 것  워싱턴 전문가 진단,World
  코로나 봉쇄에도 확진자 한달새   배 폭증  감기약 동났다,World
시진핑   일간   개국 정상회담  다자주의 공급망 안정 강조,World
모더나 백신 맞고  탈모  호소했던   여성의 놀라운 근황,World
말레이 총선  과반 확보 정당 없어 정국 혼란속으로 종합 ,World
 수낵  우크라 첫 방문     억원 규모 방공망 등 승리할 때까지 지원   영상 ,World
우크라 전력난에  병원 정전 막아야 몇달 외국에 머물라  호소까지,World
     회장   시간 동안 맥주 안 마셔도 안 죽어  ,World
이름만 대면 알만한 언론인의 변절  역사적 장면  김종성의  히  스토리  ,World
남아달라더니  머스크  붙잡았던 간부 일주일만에 해고,World
취임 후 처음 우크라 땅 밟은  수낵  승리할 때까지 지원 ,World
미 일  북      발사 맞대응      폭격기 출격해 연합훈련,World
웃으며 만났지만  바이든 시진핑 회담에도 긴장 계속될 것 ,World
김정은 딸 첫 공개에 외신들   대 세습 상징적 그림 ,World
  살에 그래미  신인상  거머쥔 가수  늦은 때란 없습니다 ,World
노사 모두 만족하는  월화수목      고정관념이  걸림돌   세계는 지금 ,World
시진핑   일간    과 정상회담   포위 맞서 세력 규합 나서,World
월드컵 개최국  첫경기 진적 없다는데  첫본선  뛰는 카타르는,World
대만      창립자      서 시진핑 만나  안부  묻는 짧은 대화 나눠,World
모더나 백신 맞고 머리카락 뭉텅뭉텅 빠졌던  여성 근황,World
 중국 대만 화해 상징  판다  뇌종양 투병 끝에 세상 떠났다,World
전력난에 혹독한 겨울 앞둔 우크라  외국에 서너달 나가달라  호소도,World
카타르 가는 폴란드 축구대표팀 옆 바짝 붙은 전투기 정체,World
경기침체        년   와 헤어진 결심  후회 중,World
중국과의 통일의 상징 대만의 판다  타이페이서 병사,World
   세 생일상  쉬쉬하는 바이든      잠룡들 꿈틀 미국은 지금 ,World
손 꼭 잡고 백허그 김정은 딸 사진 추가 공개  외신  후계자 점찍었나 ,World
 국방  푸틴이 이기면 글로벌 핵확산 악순환   독재자들 주시 ,World
이름만 대면 알만한 언론인의 변절  역사적 장면  김종성의  히  스토리  ,World
남아달라더니  머스크  붙잡았던 간부 일주일만에 해고,World
취임 후 처음 우크라 땅 밟은  수낵  승리할 때까지 지원 ,World
미 일  북      발사 맞대응      폭격기 출격해 연합훈련,World
웃으며 만났지만  바이든 시진핑 회담에도 긴장 계속될 것 ,World
김정은 딸 첫 공개에 외신들   대 세습 상징적 그림 ,World
  살에 그래미  신인상  거머쥔 가수  늦은 때란 없습니다 ,World
노사 모두 만족하는  월화수목      고정관념이  걸림돌   세계는 지금 ,World
시진핑   일간    과 정상회담   포위 맞서 세력 규합 나서,World
월드컵 개최국  첫경기 진적 없다는데  첫본선  뛰는 카타르는,World
세계 무대서 제외된 푸틴  국제무대서 대립장면 피하고 싶어해 ,World
일  한반도 위기서 기회 잡는데 정부의 위태로운  일본 올인 ,World
말레이시아 총선 결과 다수당 없어    정치혼란 가중 ,World
  대선에 뛰어든 젊은 주지사들,World
펜스  부통령     평창에서  김영남과 만남 강요 ,World
 마스크 왜 안 써     대 여성 손발 묶어 무릎까지 꿇린  ,World
 국방  푸틴이 이기면 글로벌 핵확산  독재자들 주시,World
 워싱턴브리핑  언더독  데이비드 김  싸움은 아직 안 끝났다 추격전 지속,World
  법무  트럼프 수사에 특검 임명 트럼프  정치수사  반발,World
카타르행 폴란드 축구 대표팀 옆 전투기 정체는 ,World
 휴식일  한 줄 써놓고 도하서 사라진 가나 선수들,World
 국방장관  푸틴  우크라 전쟁 승리시 핵확산 우려    염두,World
 대통령 손녀 백악관서 결혼식 올려   역대   번째,World
우크라 에너지기업 대표  전력 부족 심각 올겨울 외국서 보내달라 ,World
여기 진짜 파리맞아   여기요   한국말 주문  드럼통 테이블까지,World
        사드 한한령  이후 첫 한국영화 서비스,World
 영상  탄소중립  전기차가 능사는 아니다,World
말레이시아 총선결과 다수당 없어 정치혼란 계속 위기,World
  펜스  평창에서 김여정 김영남 일부러 피했다 ,World
 방역 만리장성  쌓았던 베이징  코로나 확산  비상 ,World
말레이 총선  개혁파가 제 당 집권은 연정 구성으로 결판,World
 러시아 비켜라    여년 힘 키운 중국  세계 무기시장 패권 노린다  박수찬의   ,World
오스틴 국방  러시아 침략은 핵보유국의 폭거와 혼란 ,World
네팔 오늘 총선 투표  친인도  현총리  재집권 가능성 높아,World
 더차트  세계인구   억명 시대   억명 클럽    개국  어디 ,World
미국에 부는  김치 열풍    대미 수출액   배 증가,World
우크라전    일  동 남부 교전 지속  수낵 깜짝 방문,World
펜스    부통령  경호국 반대에도 무장 북한군 코앞까지 갔다 ,World
시진핑도 러에  건들지 말라  경고 카자흐 대선 꽂힌 시선  왜,World
수낵 영 총리  우크라 깜짝 방문해    억원 규모 방공망 지원 약속,World
우크라    월 크름반도 탈환  내년 봄 전쟁 끝 기대 ,World
 정상외교 몰아치기  시진핑  일간 한미일등   개국과 회담,World
 러시아  전쟁자금 위해 역대 최대 부채 조달 ,World
           발사 규탄 핵보유국 절대 안 될 것 ,World
 수낵  우크라 깜짝 방문     억원 규모 방공 패키지 지원 ,World
     시한폭탄  코소보 북부에 경찰 인력    명 파견,World
우크라  키이우 헤르손 열차  개월 만에 재개,World
미 일       동원 연합공중훈련 실시         대응 ,World
 방역 만리장성  쌓았던 베이징  코로나 확산에  비상 ,World
 우크라전 변수  러 원유가 상한제 다음 달 개시,World
유럽 차세대 전투기 개발 사업 다음 단계로 프 독 등 합의,World
미일  북한      발사 대응해      폭격기 동원 공중훈련,World
미 일  북      발사 대응       폭격기  동원 공중훈련,World
펜스   미국 부통령  평창올림픽 때 김여정 만나려 했으나 무산 ,World
펜스     김여정 만남 주선에 열성 일부러 지각하고 피했다 ,World
 더스페셜리스트  니켈   리튬판       세계에 부는  신자원민족주의  바람,World
막 내린 동남아  외교 대전  갈 길 먼 국제 위기 해결,World
펜스 전 미국 부통령  평창서 김여정   김영남 일부러 피했다  회고,World
 쏠 때마다 배우는 북한 우려스러워  유엔  한목소리 낼까 ,World
엔지니어 줄퇴사 월드컵 앞두고  트위터 먹통  우려,World
우크라    월 크름반도 탈환  내년 봄 전쟁 끝 기대 ,World
 정상외교 몰아치기  시진핑  일간 한미일등   개국과 회담,World
 러시아  전쟁자금 위해 역대 최대 부채 조달 ,World
           발사 규탄 핵보유국 절대 안 될 것 ,World
 수낵  우크라 깜짝 방문     억원 규모 방공 패키지 지원 ,World
     시한폭탄  코소보 북부에 경찰 인력    명 파견,World
우크라  키이우 헤르손 열차  개월 만에 재개,World
미 일       동원 연합공중훈련 실시         대응 ,World
 방역 만리장성  쌓았던 베이징  코로나 확산에  비상 ,World
 우크라전 변수  러 원유가 상한제 다음 달 개시,World
유럽 차세대 전투기 개발 사업 다음 단계로 프 독 등 합의,World
미일  북한      발사 대응해      폭격기 동원 공중훈련,World
미 일  북      발사 대응       폭격기  동원 공중훈련,World
 영상  빈 살만의 꿈     조  네옴시티  보니 ,World
국민가수 공연 티켓판매 취소 사태 백악관까지  발끈   누구길래,World
김정은은 왜 핵 무력 과시에 딸을 데려갔을까 지도자 수업   관측 분분,World
 발 사진 팔아줘        왕발  기네스   남성들에 받는 메시지,World
김정은 꼭 닮은 딸       발사장 서 첫 공개한 진짜 이유,World
미 백악관  러시아와 평화 협상 여부  오직 젤렌스키만 결정 가능 ,World
     파워랭킹     위   조 꼴찌 가나  이변 일으킬 가능성 ,World
백악관  러시아와 평화협상은 젤렌스키만 결정할 수 있어 ,World
 월드리포트   홍콩 국가 연주 실수  중국 한마디에 홍콩  잠잠 ,World
시진핑  미국 부통령과     서 대화  오해 오판 줄이자  종합 ,World
펜스 전  부통령  회고록서  김여정  무시했다 ,World
 노르트스트림서 폭탄 흔적 발견    대규모 파괴공작   스웨덴 검찰,World
백악관  젤렌스키가 러시아와 평화협상 결정 가능,World
김정은 딸  흰색 겨울옷에 빨간 신발 외신들도 주목,World
월드컵에     억 쓴 버드와이저   맥주 금지       통보에 남긴 글,World
백악관  러시아와 평화협상 여부  오직 젤렌스키만 결정 가능 ,World
 자막뉴스  전세계 운명  우크라이나 손에 달렸다,World
이미 떠났다  엔지니어    가 월드컵 때  트위터 먹통  우려,World
       발사 하루 만에   전략폭격기 한반도 전개  무력시위 ,World
중국과 관계개선 노리는 호주        대만 가입 반대하나,World
우크라이나  러시아 미사일 공격으로 에너지 시설 절반 피해,World
  전략폭격기      한반도 재전개        대응,World
       도발 하루만에        전략폭격기 한반도 재전개,World
카타르월드컵 이틀 앞두고  맥주 금지     축구팬들  불만 ,World
       발사 하루 만에        폭격기 한반도 전개,World
 영상  전투기 호위받는 폴란드 축구대표팀  사정 알고 보니,World
     파워랭킹     위   조 꼴찌 가나  이변 일으킬 가능성 ,World
백악관  러시아와 평화협상은 젤렌스키만 결정할 수 있어 ,World
 월드리포트   홍콩 국가 연주 실수  중국 한마디에 홍콩  잠잠 ,World
시진핑  미국 부통령과     서 대화  오해 오판 줄이자  종합 ,World
펜스 전  부통령  회고록서  김여정  무시했다 ,World
 노르트스트림서 폭탄 흔적 발견    대규모 파괴공작   스웨덴 검찰,World
백악관  젤렌스키가 러시아와 평화협상 결정 가능,World
  사우디 왕세자 면책특권 인정하자     살인면허 부여한 것 ,World
    북한      사정거리  만 천        본토 타격 가능 ,World
 너 지금 해고  미국    의 냉정한 정리해고 방식 정미경의 이런영어 저런미국 ,World
 트럼프가 대선에서 고전할 수 밖에 없는  가지 이유 ,World
 포착  울부짖는 김여정 수줍은 리설주   미사일 시험발사 현장,World
다시 손잡은 태국 사우디  보석절도사건 극복 양국에 이익 ,World
미국 법무부   트럼프 의혹  수사 특검 임명  트럼프  정치적 ,World
러시아 에너지 테러 혹한의 겨울 맞은 우크라이나,World
 메시가 좋아서          자전거 타고 카타르로 향한   청년,World
 한국  조 꼴찌    강 가능성 가나보다 낮아   매체 전망,World
  코로나   신규     명 총   만    명    개월   일째 사망  ,World
일본 언론     요격 어려운 다탄두      개발 서둘러 ,World
 특파원 리포트  돌아온 트럼프는  벌거벗은 황제   선거 전문가의 진단,World
 이러면 곤란해  월드컵 후원사 버드와이저가 썼다 지운 글,World
  화성   형 발사에    미사일 능력 개선    요격 어려워 더 위협 ,World
월드컵 이틀 앞두고  경기장 맥주 금지  후원사들 불만,World
 김정은 딸  외신도 주목  발사 자신감 나름대로 평온 나타내 ,World
반려견 명품 패딩   만원  밥그릇    만원  사람보다 낫다 ,World
 국제이슈  사상 최대 월드컵 개최한 카타르 복지천국이 된 이유,World
 월드컵  맥주금지 뒤통수에 팬 후원사  부글부글 ,World
  사우디 왕세자 면책특권 인정하자     살인면허 부여한 것 ,World
    북한      사정거리  만 천        본토 타격 가능 ,World
 너 지금 해고  미국    의 냉정한 정리해고 방식 정미경의 이런영어 저런미국 ,World
 트럼프가 대선에서 고전할 수 밖에 없는  가지 이유 ,World
 포착  울부짖는 김여정 수줍은 리설주   미사일 시험발사 현장,World
다시 손잡은 태국 사우디  보석절도사건 극복 양국에 이익 ,World
미국 법무부   트럼프 의혹  수사 특검 임명  트럼프  정치적 ,World
러시아 에너지 테러 혹한의 겨울 맞은 우크라이나,World
 메시가 좋아서          자전거 타고 카타르로 향한   청년,World
 한국  조 꼴찌    강 가능성 가나보다 낮아   매체 전망,World
  코로나   신규     명 총   만    명    개월   일째 사망  ,World
일본 언론     요격 어려운 다탄두      개발 서둘러 ,World
 특파원 리포트  돌아온 트럼프는  벌거벗은 황제   선거 전문가의 진단,World
사라진     수천억원 행방에 바하마  우리가 압류 중 ,World
 트럼프 의혹  수사   법무부 특검 임명  트럼프  정치 수사  반발,World
 월드리포트   영국의 잃어버린  년 과 한국의 과제,World
미국도 부동산 폭락   천만달러 집이 천만달러에도 안팔려,World
바이든 시진핑 회동 뒤 미중 통상협상도 전격 재개,World
러 우크라 전쟁 어떤 식으로 끝날까  가지 시나리오,World
 해킹 의심  사라진     자산 어디갔나 했더니 바하마  우리가 압류 ,World
한 몸 같은 두 회사  경영진은  패밀리      예고된 몰락  정혜진의        실리콘밸리 ,World
 가짜 김정은  호주 빅토리아주 하원 의원 되나,World
   세 생일  바이든  미국 사상 첫   대 현직 대통령,World
 실리콘밸리 사기극  테라노스 전     징역   년 개월 선고,World
로드먼이 말한 그  김주애     김정은       발사장서 딸 공개,World
대선출마선언 트럼프  특검 직면 미 최고의 칼잡이,World
역대 월드컵   대 이변에 남 북 나란히  번 무너진  빗장수비 ,World
미 증시  연준 긴축 우려 속에 상승마감,World
카타르 월드컵  개막 이틀 앞두고 맥주 판매 금지 왜 ,World
디샌티스   지성  있지만  드라마  없는 트럼프 대권 가도 달릴까,World
 영상 빈 살만의  와칸다  네옴시티 보니   높이      길이      거울 성벽  도시가 현실로   나우 어스 ,World
나토  러 전투기  대  발트해서 위험한 접근  가시지 않는 확전위험,World
한 미 일  프놈펜  성명 뒤에는 우크라이나가 ,World
사라진     수천억원 행방에 바하마  우리가 압류 중 ,World
 트럼프 의혹  수사   법무부 특검 임명  트럼프  정치 수사  반발,World
 월드리포트   영국의 잃어버린  년 과 한국의 과제,World
미국도 부동산 폭락   천만달러 집이 천만달러에도 안팔려,World
바이든 시진핑 회동 뒤 미중 통상협상도 전격 재개,World
러 우크라 전쟁 어떤 식으로 끝날까  가지 시나리오,World
 해킹 의심  사라진     자산 어디갔나 했더니 바하마  우리가 압류 ,World
한 몸 같은 두 회사  경영진은  패밀리      예고된 몰락  정혜진의        실리콘밸리 ,World
연준 긴축 우려 속 뉴욕증시 소폭 상승 다우       마감,World
뉴욕 증시  연준 긴축 예고 속 반등 마감 다우       ,World
   오토쇼서   전기차 새 모델 공개      수정 안되면 전망 어두워 ,World
 법무   트럼프 의혹  수사에 특검 임명 트럼프  정치적  반발,World
우크라 탈환한 헤르손서 러 점령  개월간 수백 명 구금 실종 확인   보고서,World
   억 쪽박 내고도  부도 위기  엘살바도르  비트코인 더 살 것 ,World
 인터뷰   시진핑   인 지배 체제 첫 발 산업기반 다지며  와 장기전 돌입할 것 ,World
사우디 왕세자  태국 총리 만나  개 분야 외교관계 확대 합의 서명,World
 이집트가 돌아왔다   평화의 도시에서 움트는 야심  구정은의 세계  이곳 ,World
제프리스  민주당 하원대표 출마 선언 펠로시 후임될까 종합 ,World
핀란드  내년초부터 러시아 국경 따라 철조망 건설 ,World
 백악관   미사일 발사때마다 능력 진전 언제든 핵실험 가능 ,World
바하마     에서 없어진  천   억원 규모 자산  우리가 압류 ,World
  법무부  트럼프 수사 특검 임명 트럼프   시간 뒤 성명 발표,World
이번 겨울 종전협상 시작되나    우크라이나 선택에 달려,World
 우크라전 변수  러 원유가 상한제 다음 달 개시,World
   작년 전입 많은 주  위 텍사스 전출  위는 캘리포니아,World
 법무   트럼프 의혹  수사에 특검 임명 트럼프  정치적  반발 종합 ,World
 물가억제  실업률 약간 높여도 가능    엇갈리는 연휴 소비전망   김영필의  분 월스트리트 ,World
 특파원 시선  미 중 충돌과 태국  대나무 외교 ,World
연준 긴축 우려 속 뉴욕증시 소폭 상승 다우       마감,World
뉴욕 증시  연준 긴축 예고 속 반등 마감 다우       ,World
   오토쇼서   전기차 새 모델 공개      수정 안되면 전망 어두워 ,World
 법무   트럼프 의혹  수사에 특검 임명 트럼프  정치적  반발,World
우크라 탈환한 헤르손서 러 점령  개월간 수백 명 구금 실종 확인   보고서,World
   억 쪽박 내고도  부도 위기  엘살바도르  비트코인 더 살 것 ,World
 인터뷰   시진핑   인 지배 체제 첫 발 산업기반 다지며  와 장기전 돌입할 것 ,World
사우디 왕세자  태국 총리 만나  개 분야 외교관계 확대 합의 서명,World
 이집트가 돌아왔다   평화의 도시에서 움트는 야심  구정은의 세계  이곳 ,World
제프리스  민주당 하원대표 출마 선언 펠로시 후임될까 종합 ,World
핀란드  내년초부터 러시아 국경 따라 철조망 건설 ,World
 백악관   미사일 발사때마다 능력 진전 언제든 핵실험 가능 ,World
  의존 너무 높다  핀란드 총리의 후회,World
주부에서  민주당 리더로   년   굿바이 ,World
빅맥값       원          원     엔저  바람에 관광객 북적 글로벌 포커스 ,World
   동맹위해 모든 조치 취할것       도발 절대 용인 못해 ,World
빈 살만  돌연 일본 방문 취소,World
     붕괴  후폭풍 경고음  많은 거래 기업들 문 닫을 수도 ,World
  상공서 포착된 흰 연기 방위성    미사일 관련 추정 ,World
 일본 패싱 한 빈 살만  한국 떠나기전  에게 전보 보냈다,World
빈 살만  윤 대통령에  후한 대접 감사  일본 방문 돌연 취소,World
추위 암흑에 떠는 키이우에 첫눈   종전 협상  탄력 받나,World
펠로시  이젠 새로운 세대의 시간  미 민주당 지도부서 퇴진,World
우크라      만명 단전 속에 반갑지 않은 첫눈,World
러  미국과 핵군축 고위급 대화 가능 우크라 문제는 논외  종합 ,World
 하원 승리  미국 공화당   바이든 탄핵  목표로 차남 비리 조준,World
라가르드  인플레 억제위해 성장 억제할 정도까지 금리 인상 가능  경고,World
빈 살만  후하게 대접해준 윤 대통령께 깊은 감사 ,World
직접 겨눈 칼에  심야 성명  일도 북 도발에  발끈 ,World
러 우크라  흑해 곡물수출 협정  개월 연장   국제 곡물가 내림세로,World
카타르 월드컵  사상 최초의  술 없는 월드컵  된다,World
빈 살만  일본 방문 돌연 취소  지난달 중이염으로 아랍정상회의 불참 ,World
      연기  비행운   방위성  낙하지점 인근 사진 공개,World
일본    에 낙하  절대 용납 못해 ,World
  하늘서 포착된 연기 한 줄기   방위성    미사일 연관 ,World
    년만에 최고 물가    금리인상 당분간 없다 ,World
일본  미국 본토 사정권  미국  후안무치한 위반 ,World
외신    발사       미국에 더 직접적인 핵 위협 제기 ,World
 부자 기업 증세 로 허리띠 졸라매는 영국    수낵의 승부수,World
 단독   러시아군 극도로 지쳐  우크라군의 전략은 ,World
 빈 살만  한국서 식기에만  억        억 그림은 요트에,World
 우크라 곡물 협정  진통 끝에  개월 연장 재연장은  글쎄 ,World
 자막뉴스     사정권          일본에 떨어져   초긴장한 열도,World
러  미국과 핵군축 고위급 대화 가능 죄수교환 합의 기대 ,World
도시가스값     뛰었다   년 만에 난리 난   물가,World
 금리 최대    갈수도   매파 발언 쏟아낸 연준,World
대만  시진핑     년 이후까지 집권 가능    불의한 전쟁  대비해야 ,World
러  철수한 우크라 헤르손서  주민 고문 시설  발견,World
 방위성         흔적 공중서 포착     로 정보 수집 ,World
빈 살만 방일 취소 미스터리  지난달엔 중이염에 일정 무산 ,World
단 하루라도  새 그릇 쓸래  억원 들여 싹 바꾼 빈살만,World
펠로시    민주당    년 하원 지휘봉  내려놓다,World
      연기  비행운   방위성  낙하지점 인근 사진 공개,World
일본    에 낙하  절대 용납 못해 ,World
  하늘서 포착된 연기 한 줄기   방위성    미사일 연관 ,World
    년만에 최고 물가    금리인상 당분간 없다 ,World
일본  미국 본토 사정권  미국  후안무치한 위반 ,World
외신    발사       미국에 더 직접적인 핵 위협 제기 ,World
 부자 기업 증세 로 허리띠 졸라매는 영국    수낵의 승부수,World
 단독   러시아군 극도로 지쳐  우크라군의 전략은 ,World
 빈 살만  한국서 식기에만  억        억 그림은 요트에,World
 우크라 곡물 협정  진통 끝에  개월 연장 재연장은  글쎄 ,World
 자막뉴스     사정권          일본에 떨어져   초긴장한 열도,World
에너지 시설 노린 러시아 미사일 도로 한가운데  쾅  영상 ,World
     새해 전야 생중계 음주 금지령 앤더슨 쿠퍼 앤디 코헨은 예외,World
 국방부  러군 최대     뒤로 물려 방어선 구축 ,World
북한의      발사에 긴박히 움직인 미국 국제사회도 긴장,World
북한       일본    에 낙하  기시다  가장 강한 말로 비난 ,World
 댐 공화국  미국      억원 들여 서부  개 댐 부순다,World
     년내 전기차 연    만대 생산  북미 매출     확대,World
 남매 엄마에서   권력서열  위 오른 첫 여성  펠로시 하원의장직 내려 놓는다,World
우크라  식량위기 일단 한숨 돌렸다,World
 사우디 실세  빈 살만  일본 방문 돌연 취소,World
   상원    반도체 구매에 연방예산 사용금지 추진 ,World
손정의 이젠  마이너스 손   소프트뱅크에 개인 부채만  조,World
 본토 사정권        발사  긴박히 움직인   국제사회도 긴장 종합 ,World
  년  민주 하원 인자  새 세대 위한 시간 왔다 ,World
아파트 통째 막던     이젠 확진 동만 봉쇄해 안심 ,World
 영상  혹독한 겨울 맞나 러 대규모 공습에 우크라  천만명 단전,World
 재원  언급 안 한 기후총회 결의문  긴 쇼핑목록에 불과하다 ,World
   에서 러시아가      에선 북한이 다자 외교 찬물 뿌리는  미사일 ,World
인구 줄어도 일본 집값은 왜 오르지 ,World
  방위상    미사일   전역 사정권    기시다  도발 용인 못해 ,World
   카슈끄지 암살 사건 관련 빈 살만 왕세자  면책특권  인정,World
중국 지역 절반가량서 인구 감소  러스트벨트  동북 두드러져,World
빈 살만 왕세자 일본 방문 취소  왜     아직 결정된 것 없다 ,World
 기시다  절대 용납 못 해         발사에 강한 분노,World
겨울 첫 눈 왔는데 러 대규모 공습에 주민들  발 동동 ,World
외신    미사일 발사  화성   형 개발 위한 것 기술 진전 증명 ,World
알리바바    경기둔화 직격탄  분기  어닝쇼크  기록,World
젤렌스키  푸틴  직접 협상 원한다는 신호 보내    러  상상할 수 없다  딴소리,World
 친트럼프  극우인사  애리조나 주지사 선거 패배에 불복,World
 가짜 김정은  호주 빅토리아주 의원되나 배우 하워드  출사표,World
         년  개월 만 최대인데  금리인상 당분간 없다 ,World
 본토 사정권        발사  긴박히 움직인   국제사회도 긴장,World
 호주에 잠수함 수출하고파   미련 못 버린 프랑스,World
 줌인  반독점 이슈로 번진 테일러 스위프트 티켓 판매 중단 사태,World
 한방이슈    차대전 공포  잠 못 이룬 유럽   위기의 나토,World
정체불명 해커 공격에 바누아투   일째  국가 먹통 ,World
   카슈끄지 암살 관련 소송서 빈 살만 왕세자 면책특권 인정,World
   에서 러시아가      에선 북한이 다자 외교 찬물 뿌리는  미사일 ,World
인구 줄어도 일본 집값은 왜 오르지 ,World
  방위상    미사일   전역 사정권    기시다  도발 용인 못해 ,World
   카슈끄지 암살 사건 관련 빈 살만 왕세자  면책특권  인정,World
중국 지역 절반가량서 인구 감소  러스트벨트  동북 두드러져,World
빈 살만 왕세자 일본 방문 취소  왜     아직 결정된 것 없다 ,World
 기시다  절대 용납 못 해         발사에 강한 분노,World
겨울 첫 눈 왔는데 러 대규모 공습에 주민들  발 동동 ,World
외신    미사일 발사  화성   형 개발 위한 것 기술 진전 증명 ,World
알리바바    경기둔화 직격탄  분기  어닝쇼크  기록,World
 에    조 보따리  안긴 빈 살만   방문 돌연 취소,World
 싫으면 떠나 라던 머스크 돌이킬 수 없는  줄퇴사 줄소송 러시 ,World
사우디 빈 살만 일본 방문 돌연 취소 커지는 미스터리,World
발리예바 자격정지  년 위기에 러 피겨연맹 회장  급사 ,World
머스크 등쌀에   트위터 직원  팀원 절반 이상이 퇴사 계획 중 ,World
 힘든 근무 싫으면 나가  머스크 최후통첩에 트위터 직원들 줄퇴사,World
우크라 첫눈 온 날  러 공습에 단전 최소   명 사망,World
바삭바삭한 날개  뻥튀기 로 만든 식용 드론  시험 비행 성공,World
    조 네옴시티  열쇠 쥔 빈 살만    패싱 기시다와 회담도 무산,World
         급 미사일   본토 사정권에 최고고도       추정  종합 ,World
흑해 곡물협정  개월 극적 연장   러는 에너지시설 공습 재개,World
우크라 전쟁 장기화에   첨단무기 포탄이 떨어져간다,World
 하원 첫 흑인 대표 나오나 펠로시 후임에   년생 제프리스 유력,World
      일본     내 낙하    전역 사정권  사거리    만   이상  종합 보 ,World
일본은행 총재      상당한 상승세에도 임금 더 올라야 ,World
빈 살만  돌연  방문 취소  관련 행사 줄줄이 무산,World
 탱크공장도 멈췄다    러시아  우크라 침공  개월 만에 경기침체 돌입,World
대만판 반도체법 나온다  세계  대 반도체 공급국 굳힌다 ,World
빈살만 일본 방문 취소   기시다 총리와 회담도 무산,World
존재감 커지는 인도     우크라 전쟁 속    아시아파워  부각,World
일본 방위상  북한      사정거리  만  천   이상 미국 본토 사정권 ,World
유럽에 등장한  제 의 철의 장막   러 이주민 무기화에 대응,World
 알리바바  연내 홍콩 이중 상장 연기,World
트위터 유력     후보 잭 도시  아니요  일축,World
 대만 반도체 인력   업계  엑소더스  가속 ,World
  방위상        사정거리  만 천  이상   본토 사정권 ,World
   금리 최소   까지 올라야  장 단기 금리 역전폭   년만에 최대,World
북한      일본     내 낙하 기시다  용인 못해  종합 ,World
주중   상공회장  갑자기 봉쇄될까 봐 집밖에 못 나가     방역정책 비판,World
    정상회의 빛낸 조코위 리더십  시진핑에  형님  호칭 설득 ,World
이번엔 트럼프 미디어재벌 머독의  토사구팽  약사,World
        년  서 전기차  흑자  달성 세계    만대 생산 ,World
    러시아 침략 지지하지 않는 중앙아 국가들에 감사 ,World
     그라이너 소재 확인 러 서부  죄수 유형지 로 이감,World
   폐기 핵무기 플루토늄 등 핵심 부품 보관해 재활용     ,World
  압박에   반도체업계  개방되고 포용적인 시스템  촉구,World
이틀 만에 공습 재개  핵무기 고려 안 해 ,World
기시다                안쪽으로 떨어져 절대 용납 못해 ,World
뉴욕택시    년만에 요금 올린다    포커스 ,World
미 하원 차지한 공화  바이든 일가 조사 예고 아들 집중 겨냥,World
황준국 대사  정기 투표로 안보리 비상임이사국 더 늘리자  종합 ,World
주부에서 하원의장으로  유리천장 깬   년 신화  막내리다,World
 장에  억    만원    테일러 스위프트 공연 티켓값 천정부지,World
 영상   폴란드도 안전하지 않다  오폭 미사일이 드리운 전쟁의 불안감,World
추운 겨울   핵전쟁 우려 앞 협상론 탄력 우크라전 새 국면 맞나,World
축구 사랑  국가는   닐슨   은  위 베트남  위,World
 외안구단  김정은을 국제재판정에  살몬 유엔 북한인권보고관이 말하다,World
      러  우크라 원전 모든 조치 즉각 중단하라   번째 결의안,World
빈 살만 먹은  할랄 방식 으로 만든 음식이란 ,World
바이든 푸틴 없는       시진핑에게 쏠리는 시선,World
빈살만 일본 방문 취소    양측 모두 이유는 안밝혀,World
네덜란드 법원      년 말레이 여객기 격추  러 미사일 때문  결론 형 집행 가능성은 희박,World
추운 겨울 핵전쟁 우려 앞 협상론 탄력 우크라전 새국면 맞나,World
중국 코로나 신규     명 총   만    명    개월   일째 사망  ,World
          급 미사일  발 발사      낙하 가능성  종합 ,World
러  군 현대화 계획 차질 푸틴  우크라전 포탄부터 챙기라 ,World
엘살바도르 대통령  매일  비트코인 한 개씩 사겠다 ,World
수익률     에도 엘살바도르 대통령  매일  비트코인씩 사겠다 ,World
기반시설 초토화 우크라 경제난 심각 러도 침공  개월만 경기침체 진입,World
중국 신규감염 이틀 연속  만명 넘어  과학 정밀 방역 유지 ,World
황준국 대사  정기 투표로 안보리 비상임이사국 더 늘리자  종합 ,World
주부에서 하원의장으로  유리천장 깬   년 신화  막내리다,World
 장에  억    만원    테일러 스위프트 공연 티켓값 천정부지,World
 영상   폴란드도 안전하지 않다  오폭 미사일이 드리운 전쟁의 불안감,World
추운 겨울   핵전쟁 우려 앞 협상론 탄력 우크라전 새 국면 맞나,World
축구 사랑  국가는   닐슨   은  위 베트남  위,World
곡물협정  개월 연장으로 전 세계 식량난 해소  첫눈 내린 우크라엔 러시아의 미사일 공습,World
  집 사면   년간 지하철 무료 재고털이  꼼수 ,World
 빗나간  공화당 압승  예측  여성 표 위력 과소평가했기 때문  플랫 ,World
   영국 이탈리아와 차세대 전투기 개발       년 배치,World
러 우크라 평화협상 성사되나  젤렌스키  푸틴이 직접 대화 원한다는 암시 받아 ,World
     년만에 정상회담    무책임한 도발안돼      현안 여전 ,World
